user	date	date_kind	lon	lat
105215611717958|l1ndemann	2017-09-30T16:27:12Z	taken	105.811509	21.263428
105215611717958|l1ndemann	2017-11-25T07:52:18Z	taken	105.545427	20.879613
105215611717958|l1ndemann	2018-05-12T12:24:42Z	taken	105.872745	21.480170
105215611717958|l1ndemann	2018-05-12T12:29:08Z	taken	105.870131	21.512181
105215611717958|l1ndemann	2018-05-13T18:38:09Z	taken	105.809434	21.526544
105215611717958|l1ndemann	2018-06-09T17:04:39Z	taken	105.783027	20.870359
105215611717958|l1ndemann	2018-08-04T08:30:11Z	taken	-79.468059	22.510381
105215611717958|l1ndemann	2018-08-04T08:33:49Z	taken	-79.452235	22.490959
105215611717958|l1ndemann	2018-08-04T08:42:51Z	taken	-79.406730	22.495401
105215611717958|l1ndemann	2018-08-04T12:21:50Z	taken	-79.520538	22.500599
105215611717958|l1ndemann	2018-08-04T12:23:46Z	taken	-79.502791	22.503029
105215611717958|l1ndemann	2018-08-04T12:25:14Z	taken	-79.489467	22.504375
