user	date	date_kind	lon	lat
bemaps2_hn	2015-12-31T23:58:57	taken	105.984041	20.940265
bemaps2_hn	2016-01-01T01:11:30	taken	105.988037	20.960709
bemaps2_hn	2023-12-31T11:35:27	taken	105.727329	21.072233
bemaps2_hn	2023-12-31T12:24:02	taken	105.728205	21.057594
bemaps2_hn	2024-10-15T00:19:54	taken	106.604585	10.719108
bemaps2_hn	2025-01-15T02:05:44	taken	106.649528	10.915032
hn_right_1	2025-10-05T11:30:11	taken	105.860966	20.908300
hn_right_1	2025-10-05T12:41:01	taken	105.849826	20.926330
hn_right_2	2025-09-24T09:59:09	taken	105.927317	20.690061
hn_right_2	2025-09-24T10:12:56	taken	105.950140	20.500130
hn_right_2	2025-09-24T10:12:57	taken	105.950204	20.499854
hn_right_2	2025-09-24T10:27:10	taken	106.000264	20.316867
hn_right_2	2025-09-24T10:37:03	taken	105.999939	20.222801
hn_right_2	2025-09-24T11:19:11	taken	106.046573	20.029374
kaart_1	2016-01-01T01:17:51	taken	106.917815	-6.229580
kaart_1	2019-03-06T17:23:14	taken	35.958764	31.991821
kaart_1	2019-03-06T17:40:42	taken	35.976996	31.996004
kaart_1	2020-02-23T22:29:01	taken	-60.033032	-3.009255
kaart_1	2020-02-23T22:35:08	taken	-60.025619	-3.046191
kaart_1	2020-06-18T00:56:55	taken	-103.347870	20.700308
kaart_1	2020-06-18T01:04:46	taken	-103.368399	20.699826
kaart_1	2020-09-22T21:38:42	taken	-100.454369	20.574450
kaart_1	2020-09-22T21:44:19	taken	-100.409260	20.583794
kaart_1	2020-11-13T19:32:47	taken	-38.646613	-3.757724
kaart_1	2020-11-13T19:38:25	taken	-38.647472	-3.758445
kaart_1	2021-03-19T20:29:07	taken	-44.295797	-2.526297
kaart_1	2021-03-19T20:34:44	taken	-44.275458	-2.500432
kaart_1	2021-05-24T20:26:49	taken	-42.944439	-22.956601
kaart_1	2021-05-24T20:32:36	taken	-42.930931	-22.966986
kaart_1	2022-06-26T10:19:43	taken	107.062968	-6.263848
kaart_1	2022-06-26T10:44:58	taken	107.004229	-6.241905
kaart_1	2022-09-28T09:08:53	taken	105.212309	-5.398526
kaart_1	2022-09-28T09:27:21	taken	105.255863	-5.436118
kaart_1	2023-09-30T12:03:07	taken	106.782105	-6.263348
kaart_1	2023-11-14T06:25:30	taken	-89.195240	13.787796
kaart_1	2023-11-14T06:50:10	taken	-89.197027	13.787161
kaart_1	2024-02-29T20:56:16	taken	-87.964583	15.529731
kaart_1	2024-02-29T21:10:57	taken	-87.985419	15.499985
kaart_1	2024-02-29T21:12:02	taken	-87.988926	15.499937
kaart_1	2024-02-29T21:16:03	taken	-88.000026	15.514314
kaart_1	2024-02-29T21:19:54	taken	-88.000051	15.539256
kaart_1	2024-02-29T21:20:37	taken	-87.998161	15.545043
kaart_1	2024-05-15T13:01:11	taken	121.070278	14.734260
kaart_1	2024-05-15T14:09:07	taken	121.065116	14.706491
kaart_1	2024-08-30T14:46:48	taken	-58.379400	-34.735750
kaart_1	2024-08-30T14:46:48	taken	-58.604690	-34.587721
kaart_1	2024-08-30T14:56:35	taken	-58.347976	-34.741133
kaart_1	2024-08-30T14:57:32	taken	-58.583682	-34.562660
kaart_1	2024-11-22T20:54:40	taken	-70.647154	-33.432931
kaart_1	2024-11-22T21:04:46	taken	-70.623354	-33.426815
kaart_1	2024-12-16T16:15:37	taken	-117.173290	32.729298
kaart_1	2024-12-16T19:59:04	taken	-117.159340	32.721067
kaart_1	2025-10-14T05:54:31	taken	125.803527	7.448449
kaart_1	2025-10-14T07:32:49	taken	125.796209	7.429430
kaartcam	2015-12-31T21:41:30	taken	-61.828139	17.124351
kaartcam	2015-12-31T21:58:47	taken	-61.792118	17.140741
kaartcam	2016-03-31T16:36:38	taken	-72.257558	21.777188
kaartcam	2016-03-31T20:19:43	taken	-72.177906	21.795404
kaartcam	2016-06-16T15:04:23	taken	-79.889210	-2.118772
kaartcam	2016-06-16T15:16:13	taken	-79.891192	-2.163305
kaartcam	2016-09-22T19:51:50	taken	-70.714480	-33.588050
kaartcam	2016-09-22T19:51:50	taken	-70.792218	-33.402370
kaartcam	2016-09-22T20:00:58	taken	-70.742656	-33.500053
kaartcam	2016-09-22T20:01:55	taken	-70.750681	-33.487915
kaartcam	2016-11-20T18:28:56	taken	-54.971101	-34.902445
kaartcam	2016-11-20T18:38:21	taken	-54.999868	-34.906591
kaartcam	2016-11-20T18:38:22	taken	-55.000026	-34.906572
kaartcam	2016-11-20T18:40:22	taken	-55.010171	-34.908787
kaartcam	2017-03-22T14:30:24	taken	51.610786	25.182568
kaartcam	2017-03-22T14:55:50	taken	51.597419	25.173337
kaartcam	2017-06-30T14:13:42	taken	45.190969	-12.843754
kaartcam	2017-06-30T14:30:41	taken	45.210390	-12.889959
kaartcam	2017-09-26T01:46:54	taken	-74.152679	4.619774
kaartcam	2017-09-30T04:43:00	taken	-74.033873	4.691182
kaartcam	2017-11-20T22:26:50	taken	-71.552463	-33.024823
kaartcam	2017-11-20T22:45:26	taken	-71.561707	-33.023711
kaartcam	2018-03-17T19:04:18	taken	-64.290433	-31.340507
kaartcam	2018-03-17T20:28:15	taken	-64.245272	-31.359411
kaartcam	2018-06-30T15:42:51	taken	27.925552	-26.185536
kaartcam	2018-06-30T15:50:10	taken	27.923582	-26.191723
kaartcam	2018-08-09T11:21:47	taken	18.822305	-34.303224
kaartcam	2018-08-09T11:33:06	taken	18.892508	-34.371261
kaartcam	2018-08-10T11:14:55	taken	19.139007	-33.289083
kaartcam	2018-08-10T11:36:57	taken	19.298529	-33.375160
kaartcam	2018-10-28T08:44:49	taken	23.826125	38.057212
kaartcam	2018-11-03T23:43:25	taken	23.766449	37.990993
kaartcam	2018-11-10T02:26:54	taken	23.766449	37.990993
kaartcam	2018-12-28T17:03:51	taken	23.812928	38.053677
kaartcam	2019-03-14T17:45:27	taken	108.140530	16.093010
kaartcam	2019-03-14T18:28:38	taken	108.247925	16.052273
kaartcam	2019-06-22T02:25:47	taken	100.923071	13.069711
kaartcam	2019-06-22T02:31:56	taken	100.918070	13.132919
kaartcam	2019-07-24T17:39:21	taken	18.799296	-32.869623
kaartcam	2019-07-24T17:49:42	taken	18.744618	-32.999994
kaartcam	2019-07-24T17:49:43	taken	18.744489	-33.000265
kaartcam	2019-07-24T18:12:44	taken	18.702638	-33.355820
kaartcam	2019-12-31T18:20:54	taken	-69.835437	19.138542
kaartcam	2019-12-31T19:05:38	taken	-69.551232	19.307784
kaartcam	2020-03-03T00:20:29	taken	-100.281190	25.665019
kaartcam	2020-03-03T00:27:39	taken	-100.291179	25.660193
kaartcam	2024-10-07T21:07:03	taken	-77.062992	-12.063800
kaartcam	2024-10-07T21:32:29	taken	-77.035635	-12.095236
kaartcam	2024-12-16T16:15:37	taken	-117.173290	32.729298
kaartcam	2024-12-17T06:48:54	taken	-117.170711	32.719389
theonenetwork	2018-01-01T14:03:18	taken	106.894012	11.516296
theonenetwork	2018-01-01T14:07:47	taken	106.890946	11.534449
theonenetwork	2018-01-01T16:11:49	taken	106.852290	10.944793
theonenetwork	2018-01-01T16:28:52	taken	106.825510	10.956160
theonenetwork	2024-09-21T02:38:50	taken	105.330585	21.394100
theonenetwork	2024-09-21T02:44:57	taken	105.398616	21.366877
kaart_3	2019-06-28T09:48:16	taken	99.010571	18.751512
kaart_3	2019-06-28T10:41:19	taken	99.011197	18.754528
kaart_3	2019-08-26T15:49:55	taken	19.520394	41.268659
kaart_3	2019-08-26T16:12:45	taken	19.508499	41.292164
kaart_3	2019-12-27T17:24:37	taken	-107.854479	38.473343
kaart_3	2019-12-27T17:38:36	taken	-107.858450	38.468901
kaart_3	2020-02-25T01:53:48	taken	-116.968100	32.257272
kaart_3	2020-02-25T02:02:52	taken	-116.888677	32.139826
kaart_3	2020-06-26T22:52:27	taken	-103.257408	20.526848
kaart_3	2020-06-26T22:58:35	taken	-103.299626	20.543703
kaart_3	2022-03-13T16:51:47	taken	121.091957	14.609276
kaart_3	2022-03-13T17:45:46	taken	120.999907	14.601242
kaart_3	2022-03-13T17:58:24	taken	120.974577	14.578627
kaart_3	2023-02-24T15:33:34	taken	-77.130555	-11.932509
kaart_3	2023-02-24T15:34:32	taken	-77.129480	-11.925259
kaart_3	2023-07-17T18:18:59	taken	-84.168220	9.943688
kaart_3	2023-07-17T18:38:51	taken	-84.140527	9.948878
kaart_3	2023-11-04T22:09:52	taken	-86.206152	12.134247
kaart_3	2023-11-04T22:12:49	taken	-86.207292	12.126988
kaart_3	2023-11-07T14:17:00	taken	-89.238746	13.688794
kaart_3	2023-11-07T14:17:57	taken	-89.239627	13.689863
kaart_3	2024-02-29T22:53:21	taken	-87.993446	15.494815
kaart_3	2024-02-29T23:20:29	taken	-87.999875	15.471445
kaart_3	2024-02-29T23:20:30	taken	-88.000012	15.471445
kaart_3	2024-02-29T23:29:53	taken	-88.036758	15.478030
kaart_3	2024-05-05T10:22:41	taken	121.031270	14.623929
kaart_3	2024-08-30T14:46:48	taken	-58.604578	-34.587661
kaart_3	2024-08-30T14:46:48	taken	-58.379153	-34.735730
kaart_3	2024-08-30T14:56:40	taken	-58.348054	-34.741180
kaart_3	2024-08-30T14:57:33	taken	-58.583882	-34.562636
kaart_3	2024-11-22T19:09:23	taken	-70.595141	-33.500844
kaart_3	2024-11-22T19:09:31	taken	-70.595500	-33.499949
kaart_3	2024-11-22T19:09:34	taken	-70.595851	-33.500026
kaart_3	2024-11-22T19:11:12	taken	-70.599826	-33.493401
